"Key","Section","Context","en","sq","Proofreader Notes"
"orange","orange","General UI text","Orange","Portokalli",""
"organization","organization","General UI text","Premii carnoy industrii","Çmimet e Industrisë së Automobilave",""
"originalPrice","originalPrice","General UI text","Original Price","",""
"other","other","General UI text","Other","Tjetër",""
"ourPrivacyCommitment","ourPrivacyCommitment","General UI text","Our Privacy Commitment","Angazhimi Ynë për Privatësinë",""
"outline","outline","General UI text","Outline","Konture",""
"over100k","over100k","General UI text","","Mbi 100,000 kilometra",""
"overview","overview","General UI text","Overview","Përmbledhje",""
"overviewDescription","overviewDescription","Description text","Comprehensive reviews to help you make informed vehicle purchasing decisions.","Recensione gjithëpërfshirëse për t\",""
"overviewText","overviewText","General UI text","Our car reviews section provides detailed analysis from automotive experts and real owner experiences to help you understand all aspects of the vehicles you\","Seksioni ynë i recensioneve të makinave ofron analiza të detajuara nga ekspertë të automobilizmit dhe përvojat e vërteta të pronëve për t\",""
"overviewTitle","overviewTitle","Page or section title","Car Reviews & Ratings","Recensione dhe Vlerësime të Makinave",""
"panel","panel","General UI text","","Paneli i administratorit",""
"panoramicSunroof","panoramicSunroof","General UI text","","Çatia Panoramike e Hapur",""
"panotl","panotl","General UI text","Administrator Panel","",""
"paragraph1","paragraph1","General UI text","CarMarket365 stremitsya predostavlyat tochnuyu i aktualnuyu informatsiyu. Odnako my not mozhem garantirovat polnotu ili tochnost vsego kontenta.","CarMarket365 është i angazhuar për të ofruar informacione të sakta dhe të azhurnuara. Megjithatë, ne nuk mund të garantojmë plotësinë ose saktësinë e të gjithë përmbajtjes.",""
"paragraph2","paragraph2","General UI text","This platform serves as a maketplace connecting car buyingrs and sellers. CarMarket365 is not responsible for the accuracy of listings or user behavior.","Kjo platformë shërben si një treg që lidh blerësit dhe shitësit e automjeteve. CarMarket365 nuk është përgjegjës për saktësinë e listave ose sjelljes së përdoruesve.",""
"paragraph3","paragraph3","General UI text","Po sporam ili zhalobam, please, contact s nami, ispolzuya informatsiyu, ukazannuyu vyshe. My stremimsya reshit vse questions svvremenno i spravedlivo.","Për mosmarrëveshje ose ankesa, ju lutemi na kontaktoni duke përdorur informacionet e dhëna më lart. Ne përpiqemi të zgjidhim të gjitha çështjet në mënyrë të shpejtë dhe të drejtë.",""
"parkingAssist","parkingAssist","General UI text","","Ndihmesa e Parkimit",""
"parkingSensors","parkingSensors","General UI text","Parktronik","Sensorë parkimi",""
"partial","partial","General UI text","Partial of service history","Historik i Pjesshëm Shërbimi",""
"password","password","General UI text","Password","Fjalëkalimi",""
"passwordMinEightChars","passwordMinEightChars","General UI text","Password must contain at least 8 characters","Password must be at least 8 characters",""
"passwordMinLength","passwordMinLength","General UI text","Password must contain at least 8 characters","Password must be at least 8 characters long",""
"passwordMismatch","passwordMismatch","General UI text","Passwords do not match.","Fjalëkalimet nuk përputhen.",""
"passwordRequired","passwordRequired","General UI text","Password required","Password is required",""
"passwordReset","passwordReset","Alert or exclamation","Password reset email sent!","Email-i për rivendosjen e fjalëkalimit u dërgua!",""
"passwordTooShort","passwordTooShort","General UI text","Password must be at least 8 characters long.","Fjalëkalimi duhet të ketë së paku 8 karaktere.",""
"passwordsNotMatch","passwordsNotMatch","General UI text","Passwords do not match","Passwords do not match",""
"paymentBilling","paymentBilling","General UI text","Payment and Billing","Pagesa dhe faturimi",""
"paymentBillingDesc","paymentBillingDesc","Description text","Billing questions and payment issues","Pyetje rreth faturimit dhe probleme me pagesat",""
"paymentDetails","paymentDetails","General UI text","","Detajet e Pagesës",""
"paymentProcessed","paymentProcessed","General UI text","Payment Processed","Pagesa u përpunua",""
"pending","pending","General UI text","Pending","Në Pritje",""
"pendingDealerApplications","pendingDealerApplications","General UI text","Pending Dealer Applications","Aplikimet e Shitësve në Pritje",""
"people","people","General UI text","person","njerëz",""
"perMonth","perMonth","General UI text","/month","",""
"percent","percent","General UI text","%","përqindje",""
"perfectVehicle","perfectVehicle","General UI text","","Automjeti i përsosur",""
"performance","performance","General UI text","Proizvoditelnost","Performance të Lartë",""
"personalInformation","personalInformation","General UI text","Personal Information","Informacione personale",""
"petrol","petrol","General UI text","","Benzinë",""
"phone","phone","General UI text","Phone","Futni numrin tuaj të telefonit",""
"phoneExample","phoneExample","General UI text","","(04) 123-4567",""
"phoneHours","phoneHours","General UI text","","Mbështetja telefonike e disponueshme gjatë orëve të punës",""
"phoneInvalid","phoneInvalid","General UI text","","Ju lutem vendosni një numër telefoni të vlefshëm",""
"phoneNumber","phoneNumber","General UI text","Phone number","Numri i Telefonit",""
"phoneNumberRequired","phoneNumberRequired","General UI text","","Numri i Telefonit *",""
"phonePlaceholder","phonePlaceholder","Form placeholder text","","Numri juaj i telefonit",""
"phoneRequired","phoneRequired","General UI text","Telefon *","Telefoni *",""
"phoneSupport","phoneSupport","General UI text","Phone Support","Mbështetje telefonike",""
"phoneValue","phoneValue","General UI text","+49 (0) 30 123-CARS (2277)","+49 (0) 30 12345678",""
"photo","photo","General UI text","","",""
"photoRequirements","photoRequirements","General UI text","Photo Requirements","Kërkesat për fotot",""
"photos","photos","General UI text","Fotografii","foto",""
"photosAndContact","photosAndContact","General UI text","Photos and Contact","Fotot dhe kontakti",""
"photosAndContactDescription","photosAndContactDescription","Description text","Add photos and your contact information","Shto fotot dhe informacionet e kontaktit",""
"photosAndContactInfo","photosAndContactInfo","General UI text","Photos and Contact Information","Fotot dhe Informacionet e Kontaktit",""
"photosCount","photosCount","General UI text","{count} photo{plural}","{count} foto{plural}",""
"photosStep","photosStep","General UI text","Photos","Fotot",""
"photosUpload","photosUpload","General UI text","Upload Photos","Ngarkimi i fotove",""
"photosUploaded","photosUploaded","General UI text","photos uploaded","foto të ngarkuara",""
"physicalAddress","physicalAddress","General UI text","Physical address","Adresa fizike",""
"pickup","pickup","General UI text","","Pickup",""
"placeholder","placeholder","Form placeholder text","Role","Zgjidhni llojin e pyetjes",""
"platformCompatibility","platformCompatibility","General UI text","Sovmestimost platform","Pajtueshmëria e Platformës",""
"platformCompatibilityDescription","platformCompatibilityDescription","Description text","Nasha platforma razrabotana dlya raboty s assistivn tekhnologiyami i instrumentami accessibilityi.","Platforma jonë është krijuar për të punuar me teknologjitë ndihmëse dhe mjetet e aksesueshmërisë.",""
"platformControls","platformControls","General UI text","Upravlenie platformoy","Kontrollet e Platformës",""
"platformRules","platformRules","General UI text","Platform Rules","Rregullat e Platformës",""
"platformTitle","platformTitle","Page or section title","Elementy upravleniya platform","Kontrollet e Platformës",""
"pleaseAgreeTerms","pleaseAgreeTerms","General UI text","Please agree to the terms","Please agree to the terms and conditions",""
"pluginHybrid","pluginHybrid","General UI text","Plug-in Hybrid","Hibrid plug-in",""
"pointInspection","pointInspection","General UI text","Completed 150-point inspection","",""
"policyDescription","policyDescription","Description text","My ispolzuem cookies dlya predostavleniya naibetter vozmozhn servisa.","Ne përdorim cookies për të ofruar shërbimin më të mirë të mundshëm.",""
"policyText","policyText","General UI text","Cookies — eto notbolshie tekstov fayly, sokhranyaem na vashem ustroystve pri poseshchenii nashego sayta. Oni pomogayut nam obespechit personalizirovan opyt.","Cookies janë skedarë të vegjël teksti që ruhen në pajisjen tuaj kur vizitoni faqen tonë. Ato na ndihmojnë të ofrojmë një përvojë të personalizuar.",""
"policyTitle","policyTitle","Page or section title","Nasha policy cookies","Politika jonë e Cookies",""
"poor","poor","General UI text","Poor","Keq",""
"popularSearches","popularSearches","General UI text","Popular searches","Kërkesat popullore",""
"porsche","porsche","General UI text","Porsche","Porsche",""
"position","position","General UI text","Position","Position",""
"positionPlaceholder","positionPlaceholder","Form placeholder text","e.g., Owner, Sales Manager","e.g., Owner, Sales Manager",""
"positive","positive","General UI text","Positive factors","",""
"positiveFactors","positiveFactors","General UI text","","Faktorë Pozitivë",""
"postalCode","postalCode","General UI text","Postal Code","Kodi Postar",""
"postalCodePlaceholder","postalCodePlaceholder","Form placeholder text","101000","80331",""
"postalCodeRequired","postalCodeRequired","General UI text","Postal Code required","Postal code is required",""
"powerBrakes","powerBrakes","General UI text","Power Brakes","Frenj me servo",""
"powerSteering","powerSteering","General UI text","Power Steering","Drejtim me servo",""
"powerWindows","powerWindows","General UI text","","Xhamat Elektrikë",""
"preferredContactMethod","preferredContactMethod","General UI text","Preferred contact method","",""
"preferredDate","preferredDate","General UI text","Predpochtiteln data","Data e preferuar",""
"preferredTime","preferredTime","General UI text","Predpochtiteln time","Ora e preferuar",""
"premiumMotors","premiumMotors","General UI text","Premium Motors","Premium Motors",""
"premiumMotorsGmbH","premiumMotorsGmbH","General UI text","Premium Motors GmbH","Premium Motors GmbH",""
"premiumSound","premiumSound","General UI text","Premium Audio","Sistemi Premium i Zërit",""
"preview","preview","General UI text","Predvaritel view","Parapamja",""
"previewDescription","previewDescription","Description text","Prosmotrite vashe listing before publikatsiey","Shiko listimin tënd para se ta publikosh",""
"previewListing","previewListing","General UI text","Preview Listing","Parapamje e Shpalljes",""
"previous","previous","General UI text","Previous","E mëparshme",""
"price","price","General UI text","Price","Çmimi",""
"priceAnalysis","priceAnalysis","General UI text","Price Analysis","Analiza e çmimit",""
"priceAndDescription","priceAndDescription","Description text","Price & Description","Çmimi dhe Përshkrimi",""
"priceDescriptionStep","priceDescriptionStep","Description text","Price & Description","Çmimi dhe Përshkrimi",""
"priceDropAlerts","priceDropAlerts","General UI text","Price Drop Alerts","Alarmet për uljen e çmimit",""
"priceExample","priceExample","General UI text","e.g. 25,000","p.sh. 25,000",""
"priceFrom","priceFrom","General UI text","Price From","Çmimi Nga",""
"priceHighToLow","priceHighToLow","General UI text","Price: Descending","Çmimi: Nga i larti në të ulët",""
"priceInquiry","priceInquiry","General UI text","Price Inquiry","Pyetje për Çmimin",""
"priceLabel","priceLabel","Form label","Price","Çmimi",""
"priceLocation","priceLocation","General UI text","","Çmimi dhe Lokacioni",""
"priceLowToHigh","priceLowToHigh","General UI text","Price: Ascending","Çmimi: Nga i ulti në të lartë",""
"priceMax","priceMax","General UI text","Max Price","Çmimi Maks.",""
"priceMin","priceMin","General UI text","Min Price","Çmimi Min.",""
"priceRange","priceRange","General UI text","Price Range","Diapazoni i Çmimit",""
"priceReduced","priceReduced","General UI text","Price Reduced","Çmim i reduktuar",""
"priceRequired","priceRequired","General UI text","Price *","Çmimi *",""
"priceTo","priceTo","General UI text","Price To","Çmimi Deri",""
"pricing","pricing","General UI text","Pricing","Çmimi",""
"primaryContactInfo","primaryContactInfo","General UI text","Primary contact information for your business","Primary contact information for your business",""
"primaryPhone","primaryPhone","General UI text","Primary Phone","Telefoni kryesor",""
"privacyAccepted","privacyAccepted","General UI text","Politika prinyata","Privatësia e Pranuar",""
"privacyPolicy","privacyPolicy","General UI text","Privacy Policy","Politika e privatësisë",""
"privacyQuestionsText","privacyQuestionsText","General UI text","If you have questions about this privacy policy or our data handling practices, please contact our privacy team at privacy@carmarket365.com","Nëse keni pyetje rreth kësaj politike privatësie ose praktikave tona të të dhënave, ju lutemi kontaktoni ekipin tonë të privatësisë në privacy@carmarket365.com",""
"privacySettings","privacySettings","General UI text","Privacy Settings","Cilësimet e privatësisë",""
"private","private","General UI text","Private","Shitës Privat",""
"privateAccount","privateAccount","General UI text","Private Account","Private Account",""
"privateDashboard","privateDashboard","General UI text","","Paneli privat",""
"privateOnly","privateOnly","General UI text","Private Sellers Only","Vetëm shitësit privatë",""
"privatePerson","privatePerson","General UI text","Private Person","Person privat",""
"privatePersonDescription","privatePersonDescription","Description text","Buy or sell your car","Buy or sell your car",""
"privateSeller","privateSeller","General UI text","Private Seller","Shitës Privat",""
"pro","pro","General UI text","Pro","Pro",""
"processing","processing","Loading or progress text","Processing...","",""
"professionalDashboard","professionalDashboard","General UI text","• Professional dealer dashboard","• Professional dealer dashboard",""
"profile","profile","General UI text","","Profili",""
"profileUpdatedSuccessfully","profileUpdatedSuccessfully","Success message","Profile updated successfully!","Profili u përditësua me sukses!",""
"profileVisibility","profileVisibility","General UI text","Profile Visibility","Dukshmëria e profilit",""
"publish","publish","General UI text","Publish","Publiko",""
"publishListing","publishListing","General UI text","Publish Listing","Publikoni Shpalljen",""
"published","published","Alert or exclamation","Successfully published!","U publikua me sukses!",""
"purple","purple","General UI text","Purple","E purpurt",""
"pushButtonStart","pushButtonStart","Button label","","Startuesi me Buton",""
"qualityAssurance","qualityAssurance","General UI text","Quality Assurance","Sigurimi i Cilësisë",""
"qualityAssuranceDesc","qualityAssuranceDesc","Description text","We carefully inspect and verify every vehicle to guarantee quality and reliability.","Ne inspektojmë dhe verifikojmë në mënyrë rigoroze çdo automjet për të siguruar cilësi dhe besueshmëri.",""
"qualityUsedCars","qualityUsedCars","General UI text","Quality used cars from","Makina të përdorura me cilësi",""
"question","question","Question or prompt","Mogu li ya imet notskolko accountov?","A mund të kem shumë llogari?",""
"questionsAboutCookies","questionsAboutCookies","Question or prompt","Voprosy o cookies?","Pyetje Rreth Cookies?",""
"questionsAboutPrivacy","questionsAboutPrivacy","Question or prompt","Questions about privacy?","Pyetje Rreth Privatësisë?",""
"questionsAboutTerms","questionsAboutTerms","Question or prompt","Questions about terms?","Pyetje Rreth Këtyre Kushteve?",""
"questionsMessage","questionsMessage","General UI text","Esli u vas est questions o our politike cookies ili nuzhna help v upravlenii nastroykami, contact s nami po adresu cookies@carmaket365.com","Nëse keni pyetje rreth politikës sonë të cookies ose keni nevojë për ndihmë në menaxhimin e preferencave tuaja, na kontaktoni në cookies@carmarket365.com",""
"questionsText","questionsText","General UI text","Po yuridicheskim voprosam ili dlya soobshcheniya o problemakh, please, contact s nashim yuridicheskim otdelom po adresu legal@carmaket365.com","Për pyetje ligjore ose për të raportuar shqetësime, ju lutemi kontaktoni departamentin tonë ligjor në legal@carmarket365.com",""
"questionsTitle","questionsTitle","Page or section title","Yuridicheskie questions?","Pyetje Ligjore?",""
"quickActions","quickActions","General UI text","Bystr deystviya","Veprime të shpejta",""
"quickLinks","quickLinks","General UI text","Quick Links","Lidhje të shpejta",""
"quickSaleRequests","quickSaleRequests","General UI text","Quick sale requests submitted to dealers","Kërkesat për shitje të shpejtë të dërguara tek shitësit",""
"quickStats","quickStats","General UI text","Quick statistics","Statistika të shpejta",""
"radius","radius","General UI text","Radius","Rrezja e Kërkimit",""
"range","range","General UI text","Range","Gama",""
"ratesSubject","ratesSubject","General UI text","","Shkallët e interesit mund të ndryshojnë.",""
"recalculate","recalculate","General UI text","Recalculate","",""
"receiveMarketingCommunications","receiveMarketingCommunications","General UI text","I would like to receive marketing communications","I would like to receive marketing communications",""
"receiveUpdatesViaEmail","receiveUpdatesViaEmail","General UI text","Receive updates via email","Merr përditësimet përmes email-it",""
"recentSales","recentSales","General UI text","Recent sales","Shitjet e fundit",""
"recentSearchHistory","recentSearchHistory","General UI text","Your recent search history and saved searches","Historia e kërkimeve të fundit dhe kërkim e ruajtura",""
"recentSearches","recentSearches","General UI text","Recent Searches","Kërkesat e fundit",""
"recentlySaved","recentlySaved","General UI text","Nedavno sokhranotnn","Ruajtura së fundmi",""
"recommendations","recommendations","General UI text","","Konsideroni zgjidhjen e çështjeve të mirëmbajtjes, mblidhni dokumentet e shërbimit dhe bëni një inspektim profesional.",""
"red","red","General UI text","Red","E kuqe",""
"redirectMessage","redirectMessage","General UI text","You will be redirected to our {country} site for a better local experience, or you can choose another country.","Do të ridrejtoheni në faqen tonë të {country} për përvojën më të mirë lokale, ose mund të zgjidhni një vend tjetër.",""
"redirectingToDashboard","redirectingToDashboard","Loading or progress text","Redirecting to your dashboard...","",""
"refreshPage","refreshPage","General UI text","Refresh Page","",""
"regionalFeatures","regionalFeatures","General UI text","Regional features","Karakteristikat rajonale",""
"register","register","General UI text","Register","Regjistrohuni",""
"registerAs","registerAs","General UI text","Register as","Regjistrohu si",""
"registerAsDealer","registerAsDealer","General UI text","Register as Dealer","Register as Dealer",""
"registerationFailed","registerationFailed","General UI text","Registration failed","",""
"registerationNumber","registerationNumber","General UI text","Registratsion nomer","",""
"registerationNumberValue","registerationNumberValue","General UI text","HRB 123456 B","",""
"registered","registered","Alert or exclamation","Successfully registered!","U regjistrua me sukses!",""
"registeredAddress","registeredAddress","General UI text","Zaregisterirovan adres","Adresa e Regjistruar",""
"registeredDealers","registeredDealers","General UI text","Registered Dealers","Dilerë të regjistruar",""
"registrationFailed","registrationFailed","General UI text","","Registration failed",""
"registrationNumber","registrationNumber","General UI text","Commercial Registration","Numri i Regjistrimit",""
"registrationNumberValue","registrationNumberValue","General UI text","HRB 123456 B (Amtsgericht Charlottenburg)","HRB 123456 B",""
"regularMaintenance","regularMaintenance","General UI text","Scheduled maintenance completed","",""
"relevance","relevance","General UI text","Relevance","Relevanca",""
"rememberMe","rememberMe","General UI text","Zapomnit menya","Më mban mend",""
"remoteStart","remoteStart","General UI text","Remote Start","Startuesi me Largësi",""
"remove","remove","General UI text","Remove","Hiq",""
"removeFromFavorites","removeFromFavorites","General UI text","Remove from Favorites","Hiq nga të Preferuarat",""
"removeFromSaved","removeFromSaved","General UI text","Remove from saved","Hiq nga të ruajturat",""
"removePhoto","removePhoto","General UI text","Remove Photo","Hiq Foton",""
"rentalCompany","rentalCompany","General UI text","Rental Company","Rental Company",""
"reportConcern","reportConcern","General UI text","Report a concern","Raportoni Shqetësim Sigurie",""
"reportListing","reportListing","General UI text","Report Listing","Raportoje shpalljen",""
"reportedUsers","reportedUsers","General UI text","Reported Users","Përdoruesit e Raportuar",""
"reports","reports","General UI text","Reports","Raportet",""
"requestFinancing","requestFinancing","General UI text","Zaprosit financing","Kërkoni Financim",""
"required","required","General UI text","*","Kjo fushë është e detyrueshme.",""
"requiredField","requiredField","General UI text","This field is required","Kjo fushë është e detyrueshme",""
"requiredFieldMessage","requiredFieldMessage","General UI text","Eto pole required dlya zapolnotniya","Kjo fushë është e detyrueshme",""
"reset","reset","General UI text","Reset Calculator","Rivendos Kalkulatorin",""
"resetLinkSent","resetLinkSent","General UI text","We\","",""
"resetPassword","resetPassword","General UI text","Reset Password","Rivendosni Fjalëkalimin",""
"resetPasswordDescription","resetPasswordDescription","Description text","Enter your email address and we\","",""
"resetToDefault","resetToDefault","General UI text","Sbrosit na po umolchaniyu","Riktheje tek Parazgjedhja",""
"respond","respond","General UI text","Respond","Përgjigju",""
"responded","responded","General UI text","Responded","u përgjigj",""
"responseTime","responseTime","General UI text","Response Time","Koha e përgjigjes",""
"results","results","General UI text","Results","Rezultate",""
"resultsCount","resultsCount","General UI text","Found {count} vehicles","U gjetën {count} automjete",""
"resultsFound","resultsFound","General UI text","results found","rezultate u gjetën",""
"retired","retired","General UI text","Retired","I pensionuar",""
"retry","retry","General UI text","Retry","Provoni përsëri",""
"returnToPlatform","returnToPlatform","General UI text","Return to Platform","Kthehu në Platformë",""
"review","review","General UI text","Review and Publish","Shqyrto dhe publiko",""
"reviewListing","reviewListing","General UI text","Review Listing","Shqyrto listimin",""
"reviews","reviews","General UI text","reviews","vlerësime",""
"rheinAutoDescription","rheinAutoDescription","Description text","Spetsialisty po proizvoditelnym i sportivnym carm v Reynlande. Obshirn kollektsiya vysokoproizvoditeln carey.","Specialistë në automjete sportive dhe me performancë të lartë në Rhineland. Koleksion i gjerë automjetesh me performancë të lartë.",""
"role","role","General UI text","VP of Operations","Nën-president i Operacioneve",""
"rwd","rwd","General UI text","Rear-Wheel Drive","Traction prapa (RWD)",""
"safety","safety","General UI text","Sistemy safetyi","Siguria dhe Mbrojtja",""
"safetyFeatures","safetyFeatures","General UI text","Safety Features","Karakteristikat e sigurisë",""
"safetyOverview","safetyOverview","General UI text","Whether you\","Siguria juaj është prioriteti ynë kryesor. Ndiqni këto udhëzime për të siguruar përvojë të sigurtë dhe të suksesshme në blerjen dhe shitjen e makinave në platformën tonë.",""
"safetyTips","safetyTips","General UI text","Safety Tips","Këshilla sigurie",""
"salesDepartment","salesDepartment","General UI text","Sales Department","Departamenti i shitjeve",""
"salesQuestions","salesQuestions","General UI text","Sales Questions","Pyetje për shitje",""
"salesTax","salesTax","General UI text","Sales Tax","Taksa e Shitjes",""
"saturday","saturday","General UI text","Saturday:","9:00 - 18:00",""
"save","save","General UI text","Save","Ruaj",""
"saveChanges","saveChanges","General UI text","Save Changes","Ruaj ndryshimet",""
"saveDraft","saveDraft","General UI text","Save as Draft","Ruaje si Draft",""
"saveSearch","saveSearch","General UI text","Save Search","Ruaj kërkimin",""
"saveToFavorites","saveToFavorites","General UI text","Save to Favorites","Ruaje në të Preferuara",""
"saved","saved","General UI text","Saved","I ruajtur",""
"savedCars","savedCars","General UI text","Saved Cars","Automjetet e ruajtura",""
"savedDate","savedDate","General UI text","Saved","Ruajtur",""
"savedOn","savedOn","General UI text","Saved","I ruajtur më",""
"savedThisWeek","savedThisWeek","General UI text","Saved this week","Ruajtura këtë javë",""
"savingsAmount","savingsAmount","General UI text","Discount","",""
"schedule","schedule","General UI text","Schedule Test Drive","Planifiko provën e drejtimit",""
"scheduleTestDrive","scheduleTestDrive","General UI text","Schedule Test Drive","Planifikoni Test-Driving",""
"scheduleTour","scheduleTour","General UI text","Schedule Tour","Cakto vizitë",""
"scheduleViewing","scheduleViewing","General UI text","Schedule Viewing","Cakto takim për shikim",""
"scheduling","scheduling","Loading or progress text","Scheduling...","Duke planifikuar...",""
"search","search","General UI text","Search","Kërko",""
"searchAgain","searchAgain","General UI text","Search Again","Kërko përsëri",""
"searchButton","searchButton","Button label","Find Cars","Kërko Makina",""
"searchCars","searchCars","General UI text","Search Cars","Kërko Makina",""
"searchDealers","searchDealers","General UI text","Search dealers","Kërko dilerë",""
"searchFAQs","searchFAQs","General UI text","Iskat v FAQ","Kërkoni në FAQ",""
"searchLabel","searchLabel","Form label","Search dealers","Kërko Dilerët",""
"searchListings","searchListings","General UI text","Iskat listings","Kërkoni shpallje",""
"searchPlaceholder","searchPlaceholder","Form placeholder text","Search FAQ...","Kërkoni në pyetjet e shpeshta...",""
"searchRadius","searchRadius","General UI text","Search Radius","Rrezja e kërkimit",""
"searchVehicles","searchVehicles","General UI text","Search Cars","Kërkoni Automjete",""
"searchedOn","searchedOn","General UI text","Searched on","Kërkuar më",""
"seatingCapacity","seatingCapacity","General UI text","Vmestimost","Kapaciteti i Ulëseve",""
"seats","seats","General UI text","Seats","Ulëset",""
"secondary","secondary","General UI text","Secondary","",""
"sedan","sedan","General UI text","Sedan","Sedan",""
"seeMore","seeMore","General UI text","Show more suggestions","Shiko më shumë sugjerime",""
"selectAccidentHistory","selectAccidentHistory","General UI text","Select accident history","Zgjidh historikun e aksidenteve",""
"selectBodyType","selectBodyType","General UI text","Select Body Type","Zgjidhni llojin e karoseries",""
"selectBusinessType","selectBusinessType","General UI text","Select business type","Select business type",""
"selectCondition","selectCondition","General UI text","Select Condition","Zgjidhni gjendjen",""
"selectCountry","selectCountry","General UI text","Select Country","Select country",""
"selectCountryPlaceholder","selectCountryPlaceholder","Form placeholder text","Select country...","",""
"selectCountryToContinue","selectCountryToContinue","General UI text","Please select your country to continue. This determines your local site, language and currency.","Ju lutemi zgjidhni vendin tuaj për të vazhduar. Kjo do të përcaktojë faqen tuaj lokale, gjuhën dhe monedhën.",""
"selectDate","selectDate","General UI text","Select preferred date","Zgjidh datën e preferuar",""
"selectDrivetrain","selectDrivetrain","General UI text","Select Drivetrain","Zgjidhni sistemin e nxitjes",""
"selectDuration","selectDuration","General UI text","Select duration","",""
"selectFuel","selectFuel","General UI text","Select Fuel Type","Zgjidhni llojin e karburantit",""
"selectFuelType","selectFuelType","General UI text","Select Fuel Type","Zgjidhni llojin e karburantit",""
"selectMake","selectMake","General UI text","Select Make","Zgjidhni markën",""
"selectModel","selectModel","General UI text","Select Model","Zgjidhni modelin",""
"selectModifications","selectModifications","General UI text","Select modifications","Zgjidh modifikimet",""
"selectOption","selectOption","General UI text","Select Option","Zgjidh Opsion",""
"selectPreferredColor","selectPreferredColor","General UI text","Select Preferred Color","Zgjidhni ngjyrën e preferuar",""
"selectRange","selectRange","General UI text","Select range","",""
"selectServiceHistory","selectServiceHistory","General UI text","Select of service history","Zgjidh historikun e shërbimit",""
"selectStatus","selectStatus","General UI text","Select status","",""
"selectTestCountry","selectTestCountry","General UI text","Select test country","Zgjidhni Vendin e Testit",""
"selectTime","selectTime","General UI text","Select preferred time","Zgjidh orën e preferuar",""
"selectToCompare","selectToCompare","General UI text","Select Vehicles for Comparison","Përzgjidhni automjetet për krahasim",""
"selectTransmission","selectTransmission","General UI text","Select Transmission","Zgjidhni transmetimin",""
"selectTransmissionType","selectTransmissionType","General UI text","Select Transmission Type","Zgjidhni llojin e transmetimit",""
"selectYear","selectYear","General UI text","Select Year","Zgjidhni vitin",""
"selected","selected","General UI text","vybrano","të zgjedhura",""
"sellCar","sellCar","General UI text","Sell","Shit makinën",""
"sellYourCar","sellYourCar","General UI text","Sell Your Car","Shisni makinën tuaj",""
"seller","seller","General UI text","Seller","Shitësi",""
"sellerContact","sellerContact","General UI text","Seller Contact","",""
"sellerInformation","sellerInformation","General UI text","Seller Information","",""
"sellerNotes","sellerNotes","General UI text","Seller Notes","Shënimet e shitësit",""
"sellerType","sellerType","General UI text","Seller Type","Lloji i Shitësit",""
"selling","selling","General UI text","Car Sales","Shitja e makinës",""
"semiAutomatic","semiAutomatic","General UI text","","Gjysmë-automatik",""
"semiautomatic","semiautomatic","General UI text","Semi-Automatic","Gjysmëautomatik",""
"sendInquiry","sendInquiry","General UI text","Send Inquiry","",""
"sendMessage","sendMessage","General UI text","Send Message","Dërgo mesazh",""
"sendResetLink","sendResetLink","General UI text","Send Reset Link","",""
"sending","sending","Loading or progress text","Sending...","Duke dërguar...",""
"sent","sent","Alert or exclamation","Successfully sent!","U dërgua me sukses!",""
"serverError","serverError","Error message","Server error. Please try again later.","Gabim në server. Ju lutemi provoni përsëri më vonë.",""
"serverUptime","serverUptime","General UI text","Server Uptime","Koha Aktive e Serverit",""
"serviceHistory","serviceHistory","General UI text","Service History","Historiku i Shërbimit",""
"serviceLimitations","serviceLimitations","General UI text","Service Limitations","Kufizimet e Shërbimit",""
"serviceRequired","serviceRequired","General UI text","Please select of service history","",""
"servicesOffered","servicesOffered","General UI text","Services offered","Shërbimet e ofruara",""
"sessionExpired","sessionExpired","General UI text","Your session has expired. Please log in again.","Seanci juaj ka skaduar. Ju lutemi hyni përsëri.",""
"setPrice","setPrice","General UI text","Set Price","Cakto çmimin",""
"setPriceAndDescription","setPriceAndDescription","Description text","Set your desired price and describe your vehicle","Vendosni çmimin tuaj të kërkuar dhe përshkruani makinën tuaj",""
"settings","settings","General UI text","Settings","Cilësimet",""
"sevenYears","sevenYears","General UI text","","shtatë vjet",""
"shareListing","shareListing","General UI text","Share Listing","Shpërnda shpalljen",""
"shareOnSocial","shareOnSocial","General UI text","Share on Social Networks","",""
"shareOnWhatsApp","shareOnWhatsApp","General UI text","Share on WhatsApp","",""
"shareVehicle","shareVehicle","General UI text","Share Vehicle","Ndani Automjetin",""
"shareViaEmail","shareViaEmail","General UI text","Share via Email","",""
"showContactInfo","showContactInfo","General UI text","Show Contact Information","Trego informacionet e kontaktit",""
"showDetails","showDetails","Question or prompt","How did we detect this?","",""
"showLess","showLess","General UI text","Pokazat menshe","Trego Më Pak",""
"showMore","showMore","General UI text","Pokazat bolshe","Trego Më Shumë",""
"showPhone","showPhone","General UI text","Show Phone","Trego telefonin",""
"showcaseNewlyIntegrated","showcaseNewlyIntegrated","General UI text","Showcase of newly integrated UI components with enhanced functionality","Prezantimi i komponentëve UI të integruara së fundmi me funksionalitet të përmirësuar",""
"showing","showing","General UI text","matching your criteria","që përputhen me kriteret tuaja",""
"showroom","showroom","General UI text","dealership","ekspozitë",""
"signIn","signIn","General UI text","Sign In","Hyni",""
"signInRequired","signInRequired","General UI text","Please sign in to access this page.","",""
